code,cgst,sgst,igst
"(va) Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017, other than that covered by items (i), (ia), (ib), (ic), (id), (ie) and (if) above, supplied by way of construction, erection, commissioning, installation, completion, fitting out, repair, maintenance, renovation, or alteration of affordable residential apartments covered by sub- clause (a) of clause (xvi) of paragraph 4 below, in a project which commences on or after 1 st April, 2019, or in an ongoing project in respect of which the promoter has not exercised option to pay integrated tax on construction of apartments at the rates as specified for item (ie) or (if), as the case may be, in the manner prescribed therein,",6,12,"Provided that carpet area of the affordable residential apartments  as specified  in  the entry in column (3) relating to this item, is not less than 50 per cent. of the total carpet area of all the   apartments   in the project; Provided also that for the purpose of determining whether the apartments   at   the time of supply of the     service     are affordable residential apartments covered by subclause (a) of clause     (xvi)     of paragraph 4 below or not, value of the apartments shall be the value of similar apartments booked nearest to the date of signing of the contract for supply of      the      service specified     in    the entry in column (3) relating to this item; 7 Provided also that in   case   it   finally turns out that the carpet area of the affordable residential apartments booked or sold before or after      completion, for    which    gross amount       actually charged was forty five lakhs rupees or less and the actual carpet    area     was within    the    limits prescribed in sub- clause (a) of clause (xvi) of paragraph 4 below, was  less than 50 per cent. of the total carpet area of all the apartments in the project,  the recipient of the service, that is, the promoter shall be liable to pay such amount of tax on reverse charge basis as is equal to the difference between the tax payable on the service at the applicable rate but for the rate prescribed herein and the tax actually paid at the rate prescribedherein."
"(vi) Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017{other than that covered by items (i), (ia), (ib),   (ic),   (id),   (ie)   and      (if)   above}29, provided to the Central Government, State Government, Union territory or a local authority by way of construction, erection, commissioning, installation, completion, fitting out, repair, maintenance, renovation, or alteration of – (a) a civil structure or any other original works meant predominantly for use other than for commerce, industry, or any other business or profession; (b) a structure meant predominantly for use as (i) an educational, (ii) a clinical, or(iii) an art or cultural establishment; or (c) a residential complex predominantly meant for self-use or the use of their employees or other persons specified in paragraph 3 of the Schedule III of the Central Goods and Services Tax Act, 2017.[Explanation.- For the purposes of this item, the term ‘business’ shall not include any activity or transaction undertaken by the Central Government, a State Government or any local authority in which they are engaged as public authorities.]32",6,12, 
"(vii) Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017, involving predominantly earth work (that is, constituting more than 75 per cent. of the value of the works contract) provided to theCentral Government, State Government, [Union territory or a local authority]37.",2.5,5, 
"(viii) Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017 and associated services, in respect of offshore works contract relating to oil and gas exploration and production (E&P) in the offshore area beyond 12 nautical miles from the nearest point of the appropriate base line.",6,12, 
"(ix) Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017 provided by a sub-contractor to the main contractor providing services specified in item (iii) or item (vi) above to the Central Government, State Government, Union territory or a local authority",6,12, 
"(x) Composite supply of works  contract  as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017 provided  by  a  sub-contractor  to  the  main contractor  providing  services  specified   in item (vii) above to the Central Government, State Government, Union territory or a local authority",2.5,5, 
"(xi) Services by way of house-keeping, such as plumbing, carpentering, etc. where the person supplying such service through electronic commerce operator is not liable for registration under sub-section (1) of section 22 of the Central Goods and Services Tax Act, 2017.",2.5,5,Provided that credit of input tax charged on goods and services has not been taken[Please refer to Explanation  no. (iv)]
"(xii) Construction  services  other  than  (i), (ia), (ib), (ic), (id), (ie), (if), (iii), (iv), (v), (va), (vi), (vii), (viii), (ix), (x) and (xi) above.Explanation. - For the removal of doubt, it is hereby clarified that, supply by way of services specified at items (i), (ia), (ib), (ic), (id), (ie) and (if) in column (3) shall attract integrated tax prescribed against them in column (4) subject to conditions specified against them in column (5) and shall not be levied at  the  rate  as  specified  under  this entry.",9,18, 
"Distributive Trade Services; Accommodation, Food and Beverage Service; Transport Services; Gas and Electricity Distribution Services", , , 
"Services in wholesale trade.Explanation-This  service  does  not   include sale or purchase of goods but includes:– Services of commission  agents, commodity brokers, and auctioneers and all other traders who negotiate whole sale commercial transactions between buyers and sellers, for a fee or commission’– Services of electronic whole sale agents and brokers,–    Services of whole sale auctioning houses.",9,18,-
Services in retail trade.Explanation- This service does not include sale or purchase of goods,9,18,-
(i) Supply of “hotel accommodation” having value of supply of a unit of accommodation above one thousand rupees but less than or equal to seven thousand five hundred rupees per unit per day or equivalent.,6,12,-
(ii) Supply of ‘restaurant service’ other than at ‘specified premises’,2.5,5,Provided that credit of input tax charged on goods and services used in supplying  the service has not been taken  [Please  refer to Explanation no. (iv)]
"(iii) Supply of goods, being food or any other article for human consumption or any drink, by the Indian Railways or Indian Railways Catering and Tourism Corporation Ltd. or their licensees, whether in trains or at platforms.",2.5,5,Provided that credit of input tax charged on goods and services used in supplying 2 the service has not been taken [Please refer to Explanation no. (iv)]
"(iv) Supply of ‘outdoor catering’, at premises other than ‘specified premises’ provided by any person other than-(a) suppliers providing  ‘hotel accommodation’ at ‘specified premises’, or(b) suppliers located in ‘specified premises’.",2.5,5,Provided that credit of input tax charged on goods and services used in supplying the service has not been taken [Please refer to Explanation (iv)]
"(v) Composite supply of “outdoor catering‟ together with renting of premises (including hotel, convention center, club, pandal, shamiana or any other place, specially arranged for organising a function) at premises other than “specified premises” provided by any person other than-(a) suppliers providing “hotel accommodation” at “specified premises”, or(b) suppliers located in „specified premises‟.",2.5,5,Provided that credit of input tax charged on goods and services used in supplying the service has not been taken [Please refer to Explanation (iv)]
"(vi) Accommodation, food and beverage services other than (i) to (v) aboveExplanation:(a) For the removal of doubt, it is hereby clarified that, supplies covered by items (ii), (iii), (iv) and (v) in column (3) shall attract central tax prescribed against them in column (4) subject to conditions specified against them in column (5), which is a mandatory rate and shall not be levied at the rate as specified under this entry.(b) This entry covers supply of  ‘restaurant service’ at ‘specified premises’(c) This entry covers supply of ‘hotel accommodation’ having value of supply of a unit of accommodation above seven thousand five hundred rupees per unit per day or equivalent.(d) This entry covers supply of ‘outdoor catering’, provided by suppliers providing ‘hotel accommodation’ at ‘specified premises’, or suppliers located in ‘specified premises’.(e)   This   entry   covers   composite   supply   of ‘outdoor   catering’   together   with   renting   of premises  (including  hotel,  convention   center, club,   pandal,   shamiana   or   any   other   place, specially  arranged  for  organising  a  function) provided by suppliers providing ‘hotel accommodation’   at   ‘specified   premises’,   or suppliers located in ‘specified premises’.",9,18, 
"(i) Transport of passengers, with or without accompanied belongings, by rail in first class or air conditioned coach.",2.5,5,"Provided that credit of input tax charged in respect of goods used in supplying the service is not utilised for paying integrated tax, central tax, state tax or union territory tax on the supply of the service"
"(ii) Transport of passengers, with or without accompanied belongings by-(a)  air conditioned contract carriage other than motorcab;(b) air conditioned stage carriage;(c)  radio taxi.Explanation.-(a) “contract carriage” has the meaning assigned to it in clause (7) of section 2 of the Motor Vehicles Act, 1988 (59 of 1988);(b) “stage carriage” has the meaning assigned o it in clause (40) of section 2 of the Motor Vehicles Act, 1988 (59 of 1988) ;(c) “radio taxi” means a taxi including a radio cab, by whatever name called, which is in two-way radio communication with a central control office and is enabled for tracking using Global Positioning System (GPS) or General Packet Radio Service (GPRS).",2.5,5,Provided that credit of input tax charged on goods [and]53 services used in supplying   the service has not been taken[Please     refer     to Explanation no.(iv)]
"(iii) Transport of passengers, with or without accompanied belongings, by air in economy class.",2.5,5,Provided that credit of input tax charged on goods used in supplying the service has not been taken[Please     refer     to Explanation no.(iv)]
"(iv) Transport of passengers, with or without accompanied belongings, by air, embarking from or terminating in a Regional Connectivity Scheme Airport, as notified by the Ministry of Civil Aviation.",2.5,5,Provided that credit of input tax charged on goods used in supplying the service has not been taken[Please    refer     to  Explanation no.(iv)]
"(iva) Transportation of passengers, with or without accompanied baggage, by air, by non-scheduled air transport service or charter operations, engaged by  specified organisations in respect of religious pilgrimage facilitated by the Government of India, under bilateral arrangement.",2.5,5,Provided that credit of input tax charged on goods used in supplying the service has not been taken[Please refer to clause (iv) of paragraph 4 relating  to Explanation
"(v) Transport of passengers by air, with or without accompanied belongings, in other than economy class.",6,12,-
(vi) Transport of passengers by any motor vehicle designed to carry passengers where the cost of fuel is included in the consideration charged from the service recipient.,2.5,5,"Provided that credit of input tax charged on goods and services used in supplying the service, other than the input tax credit of input service in the same line of business   (i.e.service   procured from  another service provider of transporting passengers  in  a motor vehicle   or renting of a motor vehicle),  has    not been taken. [Please refer to Explanation no. (iv)]"
"(vii) Passenger transport services other than (i), (ii), (iii), (iv), [(iva), (v) and (vi) above.",9,18,-
(i) Transport of goods by rail (other than services specified at item no. (iv)).,2.5,5,"Provided that credit of input tax charged in respect of goods in supplying the service is not utilised for paying integrated tax, central tax, state tax or union territory tax on the supply of the service"
(ii) Transport of goods in a vessel including services provided or agreed to be provided by a person located in non-taxable territory to a person located in non-taxable territory by way of transportation of goods by a vessel from a place outside India up to the customs station of clearance in India.,2.5,5,"Provided that credit of input tax charged on goods  (other than on ships, vessels including bulk carriers and tankers) used in supplying the service has not been takenExplanation: This condition will not apply where the supplier of service is located in non- taxable territory. Please      refer     to Explanation       no. (iv)]"
"(iii) Services of goods transport agency (GTA) in relation to transportation of goods (including used household goods for personal use). Explanation.- “goods transport agency” means any person who provides service in relation to transport of goods by road and issues consignment note, by whatever name called.",2.5,5,Provided that credit of input tax charged on  goods  and services  used  in supplying   the service has not been taken. [Please refer to Explanation no. (iv)]
"(iii) Services of goods transport agency (GTA) in relation to transportation of goods (including used household goods for personal use). Explanation.- “goods transport agency” means any person who provides service in relation to transport of goods by road and issues consignment note, by whatever name called.",6,12,"Provided that the goods transport agency opting to pay  integrated   tax @ 12% under this entry shall, thenceforth,  be liable to pay integrated tax @ 12% on all the services of GTA supplied by it."
(iv) Transport of goods in containers by rail by any person other than Indian Railways.,6,12,-
"(v) Transportation of [natural gas, petroleum crude, motor spirit (commonly known as petrol), high speed diesel or aviation turbine fuel]59 through pipeline",2.5,5,Provided that credit of input tax charged on  goods  and services  used   in supplying   the service has not been taken  [Please  refer to Explanation no. (iv)]
"(vi) Multimodal transportation of goods.Explanation 1.-(a) “multimodal transportation” means carriage of goods, by at least two different modes of transport from the place of acceptance of goods to the place of delivery of goods by a multimodal transporter;(b) “mode of transport” means carriage of goods by road, air, rail, inland waterways or sea;(c) “multimodal transporter” means a person who,-(A) enters into a contract under which he undertakes to perform multimodal transportation against freight; and(B) acts as principal, and not as an agent either of the consignor, or consignee or of the carrier participating in the multimodal transportation and who assumes responsibility for the performance of the said contract.Explanation 2.-Nothing contained in this item shall apply to supply of a service other than by way of transport of goods from a place in India to another place in India.",6,12,-
"(vi) Goods transport services other than (i), (ii), (iii), (iv) and (v) above",9,18,-
(i) Renting of any motor vehicle designed to carry passengers where the cost of fuel is included in the consideration charged from the service recipient.,2.5,5,"Provided that credit of input tax charged on goods and services used in supplying the service, other than the input tax credit of input service in the   same   line   of business            (i.e.service      procured from  another service provider of transporting passengers     in     a motor   vehicle   or renting of a motor vehicle)    has    not been taken., [Please refer to Explanation no. (iv)]"
[(ii) Time charter of vessels for transport of goods.,2.5,5,"Provided that credit of input tax charged on goods  (other than on ships, vessels including bulk carriers and tankers) has not been taken[Please    refer     to Explanation       no. (iv)]"
"(iii) Rental services of transport vehicles with operators, other than (i) and (ii) above.",9,18,-
"(i) Services of goods transport  agency (GTA) in relation to transportation of goods (including used household goods for personal use). Explanation.- “goods transport agency” means any person who provides service in relation to transport of goods by road and issues consignment note, by whatever name called.",2.5,5,Provided that credit of input tax charged on goods and services used in supplying the service has not been taken. [Please refer to Explanation no. (iv)]
"(i) Services of goods transport  agency (GTA) in relation to transportation of goods (including used household goods for personal use). Explanation.- “goods transport agency” means any person who provides service in relation to transport of goods by road and issues consignment note, by whatever name called.",6,12,"Provided that the goods transport agency opting to pay  integrated   tax @ 12% under this entry shall, thenceforth,   be  liable to pay integrated tax @ 12% on all the services of GTA supplied by it."
(ii) Supporting services in transport other than (i) above.,9,18,-
Postal and courier services.,9,18,-
"Electricity, gas, water and other distribution services.",9,18,-
Financial and related services; real estate services; and rental and leasing services., , , 
"(i) Services provided by a foreman of a chit fund in relation to chit.Explanation.-(a) ""chit"" means a transaction whether called chit, chit fund, chitty, kuri, or by whatever name by or under which a person enters into an agreement with a specified number of persons that every one of them shall subscribe a certain sum of money (or a certain quantity of grain instead) by way of periodical instalments over a definite period and that each subscriber shall, in his turn, as determined by lot or by auction or by tender or in such other manner as may be specified in the chit agreement, be entitled to a prize amount;(b) “foreman of a chit fund” shall have the same meaning as is assigned to the expression “foreman” in clause (j) of section 2 of the Chit Funds Act, 1982 (40 of 1982).",6,12,Provided that credit of input tax charged on goods used in supplying the service has not been taken[Please refer to Explanation no. (iv)]
"(ii) Transfer of the right to use any goods for any purpose (whether or not for a specified period) for cash, deferred payment or other valuable consideration.",Same rate of state/UT tax as on supply of like goods involving transfer of title in goods,Same rate of integrated tax as on supply of like goods involving transfer of title in goods,-
(iii) Any transfer of right in goods or of undivided share in goods without the transfer of title thereof.,Same rate of state/UT tax as on supply of like goods involving transfer of title in goods,Same rate of integrated tax as on supply of like goods involving transfer of title in goods,-
(v) Leasing of motor vehicles purchased and leased prior to 1st July 2017;,"65      percent.     ofthe     rate of state/UT tax       as applicabl e          onsupply of like goods involving transfer of title in goods. Note:- Nothing contained in       this entry shall apply on or     after1st   July, 2020.","65      percent.     ofthe     rate of integrated tax       as applicabl e          onsupply of like goods involving transfer of title in goods. Note:- Nothing contained in       this entry shall apply on or     after1st   July, 2020.",-
(vi) Service of third party insurance of“goods carriage”,6,12,-
"(vii) Financial and related services other than (i), (ii), (iii) , (v), and (vi) above.",9,18,-
"(i) Services by the Central Government, State Government,    Union    territory    or     local authority to governmental authority or government entity, by way of lease of land.",Nil,Nil,-
"(ii) Supply of land or undivided share of land by way of lease or sub lease where such supply is a part of composite supply of construction of flats etc. specified in the entry in column (3) against serial number 3, at item [(i) (ia), (ib), (ic), (id), (ie) and (if)]78.Provided  that  nothing  contained  in this entry shall apply to an amount charged for such lease and sub-lease in excess of one third of the total amount charged for the said composite supply. Total amount shall  have the  same  meaning  for  the  purpose  of  this proviso as given in paragraph 2 of this notification.",Nil,Nil,-
(iii) Real estate services other than (i) and (ii) above.,9,18,-
(ii) Temporary or permanent transfer or permitting the use or enjoyment of Intellectual Property (IP) right.,9,18,-
"(iii) Transfer of the right to use any goods for any purpose (whether or not for a specified period) for cash, deferred payment or other valuable consideration.",Same rate of state/UT tax as on supply of like goods involving transfer of title in goods,Same rate of integrated tax as on supply of like goods involving transfer of title in goods,-
(iv) Any transfer of right in goods or of undivided share in goods without the transfer of title thereof.,Same rate of state/UT tax as on supply of like goods involving transfer of title in goods,Same rate of integrated tax as on supply of like goods involving transfer of title in goods,-
(vi) Leasing of motor vehicles purchased andleased prior to 1st July 2017;,"65      percent.     ofthe     rate of state/UT  tax       as applicabl e          onsupply of like goods involving transfer of title in goods.Note:- Nothing contained in       this entryshall apply  on or     after1st   July, 2020.","65      percent.     ofthe     rate of integrated tax       as applicabl e          onsupply of like goods involving transfer of title in goods.Note:- Nothing contained in       this entryshall apply  on or     after1st   July, 2020.",-]
{(viia) Leasing or renting of goods,Same rate of integrated tax       as applicabl e          onsupply of like goods involving transfer of title in goods.,Same rate of integrated tax       as applicabl e          onsupply of like goods involving transfer of title in goods., 
"(viii) Leasing or rental services, without operator, other than (i), (ii), (iii), (iv), (vi), and (viia) above.",9,18,-
Business and Production Services, , , 
Research and development services.,9,18,-
Legal and accounting services.,9,18,-
(i) Selling of space for advertisement in print media.,2.5,5,-
"(ia)    Other    professional,    technical    and business   services   relating   to   exploration, mining or drilling of petroleum crude or natural gas or both",6,12,-
"(ii) Other professional, technical and business services other than [(i) and (ia) above and serial number 38 below",9,18,-
"(i) Supply consisting only of e-book.Explanation.- For the purposes of this notification, “e-books” means an electronic version of a printed book (falling under tariff item 4901 in the First Schedule to the Customs Tariff Act, 1975 (51 of 1975)) supplied online which can be read on a computer or a hand held device.",2.5,5,-
"(ii) Telecommunications, broadcasting and information supply services other than (i) above.",9,18,-
"(i) Supply of tour operators services.                     Explanation.-   ""tour operator"" means any person engaged in the business of planning, scheduling,    organizing,    arranging    tours (which    may    include    arrangements    for accommodation, sightseeing or other similar services) by any mode of transport, and includes any person engaged in the business of operating tours.",2.5,5,"1. Provided that credit of input tax charged on goods and  services  used in supplying the service[, other than the input tax credit of input service in the same line of business (i.e. tour operator service procured from another tour operator)]93 has not been taken[Please refer to Explanation no. (iv)]2.  The bill issued for supply of this service  indicates that it is inclusive of  chargesof accommodation and transportation required for such a tour and the amount charged in the  bill is the gross amount charged for such a tour including the charges  of accommodation and transportation required for such a tour."
"(ii) Services by way of house-keeping, such as plumbing, carpentering, etc. where the person supplying such service through electronic commerce operator is not liable for registration under sub-section (1) of section 22 of the Central Goods and Services Tax Act, 2017.",2.5,5,Provided that credit of input tax charged on goods and services    has    not been taken[Please refer to Explanation no. (iv)].
(iii) Support services other than (i) and (ii) above,9,18,-
"(i)  Support services to agriculture, forestry, fishing, animal husbandry.Explanation. - Support services to agriculture, forestry, fishing, animal husbandry                     mean                     -(i) Services relating to cultivation of plants and rearing of all life forms of animals, except the rearing of horses, for food, fibre, fuel, raw material or other similar products or agricultural produce by way of—(a) agricultural operations directly related to production of any agricultural produce including cultivation, harvesting, threshing, plant protection or testing;(b) supply of farm labour;(c) processes carried out at an agricultural farm including tending, pruning, cutting, harvesting, drying, cleaning, trimming, sun drying, fumigating, curing, sorting, grading, cooling or bulk packaging and such like operations which do not alter the essential characteristics of agricultural produce but make it only marketable for the primary market;(d) renting or leasing of agro machinery or vacant land with or without a structure incidental to its use;(e) loading, unloading, packing, storage or warehousing of agricultural produce;(f) agricultural extension services;(g) services by any Agricultural Produce Marketing Committee or Board  or services provided by a commission agent for   sale   or   purchase   of   agricultural produce.[(h) services by way of fumigation in a warehouse of agricultural produce.]97(ii) Services by way of pre-conditioning, pre-cooling, ripening, waxing, retail packing, labelling of fruits and vegetables which do not change or alter the essential characteristics of the said fruits or vegetables.(iii) Carrying out an intermediate production process as job work in relation to cultivation of  plants  and  rearing  of  all  life  forms  of animals,  except  the  rearing  of  horses,  for food, fibre, fuel, raw material or other similar products or agricultural produce.",Nil,Nil,-
"(ii)    [Support   services   to]98     exploration,mining or  drilling  of  petroleum  crude  or natural gas or both.",6,12,-
"(iii) Support services to mining, electricity,gas and  water  distribution  other  than  (ii) above.",9,18,-
"(i) Services by way of house-keeping, such as plumbing, carpentering, etc. where the person supplying such service through electronic commerce operator is not liable for registration under sub-section (1) of section 22 of the Central Goods and Services Tax Act, 2017",2.5,5,Provided that credit of input tax charged on goods and services has not been taken[Please refer to Explanation no. (iv)].
"(ia) Maintenance, repair or overhaul services in  respect  of  aircrafts,  aircraft  engines  and other aircraft components or parts.",2.5,5,-
"(ib) Maintenance, repair or overhaul services in respect  of ships and other vessels,  their engines and other components or parts.",2.5,5,-
"(ii)   Maintenance,   repair   and   installation (except construction) services, other than (i) [,(ia) and (ib)]103 above [and serial number 38 below]104.",9,18,-
"(i) Services by way of job work in relation to-(a) Printing of newspapers;(b) Textiles and textile products falling under Chapter 50 to 63 in the First Schedule to the Customs Tariff Act, 1975 (51of 1975) [except services by way of dyeing or printing of the said textile and textile products(c) all products [other than diamonds]108 falling under Chapter 71 in the First Schedule to the Customs Tariff Act, 1975 (51of 1975);(d) Printing of books (including Braille books), journals and periodicals;(da) printing of all goods falling under Chapter 48 or 49, which attract IGST @ 5 per cent. or Nil;(e)Processing of hides, skins and leather falling under Chapter 41 in the First Schedule to the Customs Tariff Act, 1975 (51of 1975).(ea) manufacture of leather goods or footwear falling under Chapter 42 or 64 in the First Schedule to the Customs Tariff Act, 1975 (51of 1975) respectively;(f) all food and food products falling under Chapters 1 to 22 in the First Schedule to the Customs Tariff Act, 1975 (51of 1975);(g) all products falling under Chapter 23 in the First Schedule to the Customs Tariff Act, 1975 (51of 1975), except dog and cat food put up for retail sale falling under tariff item 23091000 of the said chapter;(h) manufacture of clay bricks falling under tariff item 69010010 in the First Schedule to the Customs Tariff Act, 1975 (51of 1975);]112[(i) manufacture of handicraft goods.Explanation.- The expression “handicraft goods” shall have the same meaning as assigned to it in the notification No. 32/2017 -Central Tax, dated the 15th September, 2017 published in the Gazette of India, Extraordinary, Part II, Section 3, Sub-section (i), vide numberG.S.R. 1158 (E), dated the 15th September, 2017 as amended from time to time ",2.5,5,-
"(ia) Services by way of job work in relation to- (a) manufacture of umbrella; (b) printing of all goods falling under Chapter 48 or 49, which attract IGST @ 12 per cent.",6,12,-
"[(ib) Services by way of job work in relation to diamonds falling under chapter 71 in the First Schedule to the Customs Tariff Act, 1975 (51of 1975);",0.75,1.5,-
"(ic) Services by way of job work in relation to bus body building;“Explanation- For the purposes of this entry, the term “bus body building” shall include building of body on chassis of any vehicle falling under chapter 87 in the First Schedule to the Customs Tariff Act, 1975.”",9,18,-
(ica) Services by way of job work in relation to manufacture   of   alcoholic   liquor   for   human consumption,9,18,-
"(id) Services by way of job work other than [“(i), (ia), (ib), (ic) and (ica) ] 118 above;",6,12, 
"[(ii) Services  by  way  of  any  treatment  or process on goods 5 - 6 belonging to another person, in relation to-(a) printing of newspapers;(b) printing of books (including Braille books), journals and periodicals.{(c) printing of all goods falling under Chapter 48 or 49, which attract IGST @ 5 per cent. or Nil.}120",2.5,5,-
"[(iia) Services  by way of any treatment  or process on goods belonging to another person, in relation to printing of all goods falling under Chapter 48 or 49, which attract IGST @ 12 per cent.",6,12,-
[[(iii) Tailoring services.,2.5,5,-
"[(iv)  Manufacturing   services   on   physical inputs (goods) owned by others, other than [(i), (ia), (ib), (ic), (ica), (id), (ii), (iia) and (iii)]125above.",9,18,-
"[Other manufacturing services; publishing, printing and reproduction services; material recovery services",9,18,-]
"Community, Social and Personal Services and other miscellaneous services", , , 
Public administration and other services provided to the community as a whole; compulsory social security services.,9,18,-
Education services.,9,18,-
Human health and social care services.,9,18,-
(i) Services by way of treatment of effluents by a Common Effluent Treatment Plant.,6,12,-
"(ii) Sewage and waste collection, treatment and disposal and other environmental protection services other than (i) above.",9,18,-
Services of membership organisations.,9,18,-
"(i) Services by way of admission or access to circus, Indian classical dance including folk dance, theatrical performance, drama [or planetarium]130.",9,18,-
(ii) Services by way of admission exhibition of   cinematograph   films where price of admission ticket is one hundred rupees or less.,6,12,-
[(iia)   Services   by way of  admission   to exhibition  of  cinematograph  films   where price of admission ticket is above one hundred rupees.,9,18,-
"[(iii) Services by way of admission to;(a) theme parks, water parks and any other place having   joy rides, merry- go rounds, go carting, or (b) ballet, -     other than any place covered by (iiia) below",9,18,-
(iiia) Services by way of admission to (a) casinos or race clubs or any place having casinos or race clubs or (b) sporting events like Indian Premier League.,14,28,..
(iv) Services provided by a race club by way of totalisator or a license to bookmaker in such club.,14,28,-
(v) Gambling.,14,28,-
"(vi) Recreational, cultural and sporting services other than (i), (ii), [(iia)]134 (iii), [(iiia),]135 (iv) and (v) above.",9,18,-
"Other services (washing, cleaning and dyeing services; beauty and physical well-being services; and other miscellaneous services including services nowhere else classified).",9,18,-
Domestic services.,9,18,-
Services      provided      by      extra territorial organisations and bodies.,9,18,-
"Service by way of construction or engineering or installation or other technical services, provided in relation of setting up of following, -(a) Bio-gas plant(b) Solar power based devices(c) Solar power generating system(d) Wind      mills,      Wind      Operated Electricity Generator (WOEG)(e) Waste to energy plants / devices(f)  Ocean    waves/tidal    waves    energy devices/plants              Explanation:- This entry shall be read in conjunction with serial number *** [201A of Schedule II]136 of the notification No. 1/2017- Central Tax (Rate), published in the Gazette of India, Extraordinary, Part II, Section 3, Sub-section (i) dated 28th June, 2017 vide GSR number 673(E) dated 28th June, 2017.",9,18,-
"Supply of services other than services by way of grant of development rights, long term lease of land (against upfront payment in the form of premium, salami, development charges etc.) or FSI (including additional FSI) by an unregistered person to a promoter for construction of a project on which tax is payable by the recipient of the services under sub- section 4 of section 5 of the Integrated Goods and Services Tax Act, 2017 (13 of 2017), as prescribed in notification No. 07/2019- Integrated Tax (Rate), dated 29th March, 2019, published in Gazette of India vide G.S.R. No. _, dated 29th March, 2019.                  Explanation. - This entry is to be taken to apply to all services which satisfy the conditions prescribed herein, even though they may be covered by a more specific chapter, section or heading elsewhere in this notification.",9,18,-
"Services by an entity registered under section 12AA or 12AB of the Income-tax Act, 1961 (43 of 1961) by way of charitable activities.",Nil,Nil,…
"Services by way of transfer of a going concern, as a whole or an independent part thereof.",Nil,Nil,…
"Pure     services     (excluding     works contract service or other composite supplies involving supply of any goods) provided to the Central Government, State Government or Union   territory   or   local   authority    by  way  of  any  activity  inrelation to any function entrusted to a Panchayat under article 243G of the Constitution or in relation to any function entrusted to a Municipality under article 243W of the Constitution.",Nil,Nil,…
"Composite supply of goods and services in which the value of supply of goods constitutes not more than 25 per cent of the value of the said composite supply provided  to  the  Central  Government,State Government or Union territory or local authority by way of any activity in relation to any function entrusted to a Panchayat under article 243G of the Constitution or in  relation to any function entrusted to a Municipality under article 243W of the Constitution.",Nil,Nil,…
Services    by    governmental authority by way of any activity in relation to any function entrusted to a municipality under article 243 W of the Constitution.,Nil,Nil,…
Services  by  a   Governmental  Authority  by way of any activity in relation to any function entrusted to a Panchayat under article 243G of the Constitution.,Nil,Nil,…
"Services by the Central Government, State Government, Union territory or local authority excluding the following services—(a) services by the Department of Posts by way of speed post, express parcel post, life insurance, and agency services provided to a person other than the Central Government, State Government, Union territory;(b) services in relation to an aircraft or a vessel, inside or outside the precincts of a port or an airport;(c) transport of goods or passengers; or(d) any service, other than services covered under entries (a) to (c) above, provided to business entities.",Nil,Nil,…
"Services provided by the Central Government, State Government, Union territory or local authority to a business entity with an aggregate turnover of up to [such amount in the preceding financial year as makes it eligible for exemption from registration under theCentral Goods and Services Tax Act, 2017 (12 of 2017)]9Explanation.- For the purposes of this entry, it is hereby clarified that the provisions of this entry shall not be applicable to-(a) services,-(i) by the Department of Posts by way of speed post, express parcel post, life insurance, and agency services provided to a person other than the Central Government, State Government, Union territory;(ii) in relation to an aircraft  or a vessel, inside or outside the precincts of a port or an airport; (iii)   of   transport   of   goods   or passengers; and(b) services  by  way  of  renting  of immovable property.",Nil,Nil,…
"Services provided by the Central Government, State Government, Union territory or local authority to another Central Government, State Government, Union territory or local authority:Provided that nothing contained in this entry shall apply to services-(i) by the Department of Posts by way of speed post, express parcel post, life insurance, and agency services provided to a person other than the Central Government, State Government, Union territory;(ii) in relation to an aircraft or  a vessel, inside or outside the precincts of a port or an airport;(iii) of transport of goods or passengers.",Nil,Nil,…
"Services provided by Central Government, State Government, Union territory or a local authority where the consideration for such services does not exceed five thousand rupees:Provided       that       nothing contained in this entry shall apply to-(i) services by the Department of Posts by way of speed post, express parcel post, life insurance, and agency services provided to a person other than the Central Government, State Government, Union territory;(ii) services in relation to an aircraft or a vessel, inside or outside the precincts of a port or an airport;(iii) transport of goods or passengers:Provided further that in case where continuous supply of service, as defined in sub-section (33) of section 2 of the Central Goods and Services Tax Act, 2017, is provided by the Central Government, State Government, Union territory or a local authority, the exemption shall apply only where the consideration charged for such service does not exceed five thousand rupees in a financial year.",Nil,Nil,…
"Services received from a provider of service located in a non- taxable territory by –(a) the Central Government, State Government, Union territory, a local authority, a governmental authority or an individual in relation to any purpose other than commerce, industry or any other business or profession;(b) an entity registered under section 12AA of the Income-tax Act, 1961 (43 of 1961) for the purposes of providing charitable activities; or[(ba) way of supply of online educational journals or periodicals to an educational institution other than an institution providing services by way of-(i) pre-school education and education up to higher secondary school or equivalent; or(ii) education as a part of an approved vocational education course;]10(c) a person located in a non-taxable territory:Provided that the exemption shall not apply to –(i) online information and database access or retrieval services received by persons specified in entry (a) or entry (b); or(ii) services by way of transportation of goods by a vessel from a place outside India up to the customs station of clearance in India received by persons specified in the entry.",Nil,Nil,…
